# N=1000000000 D=10000 squarefree_d=6083 time=27.9s (table 13.2s)
# pi_2(N)=3424506  x/log^2x=2328539.5
# sum_{d<=D sqfree} |Lambda_d| = 5663877  ratio to x/log^2x = 2.4324  ratio to pi_2 = 1.6539
# max |Lambda_d|/A_d = 5.145e-3 at d=9598   max |Lambda_d| = 26570 at d=5
# d	omega	A_d	Lambda_d	Lambda_d/A_d	Lambda_d*sqrt(d/x)
5762	3	694203	956	1.377e-3	2.2948
5763	3	1388166	-57	-4.106e-5	-0.1368
5765	2	693842	-719	-1.036e-3	-1.7263
5767	2	693602	-283	-4.080e-4	-0.6796
5770	3	693241	56	8.078e-5	0.1345
5771	2	693121	-178	-2.568e-4	-0.4276
5773	2	692882	-43	-6.206e-5	-0.1033
5774	2	346381	-638	-1.842e-3	-1.5331
5777	2	692401	-24	-3.466e-5	-0.0577
5779	1	346081	246	7.108e-4	0.5914
5781	3	1383844	441	3.187e-4	1.0603
5783	1	345841	528	1.527e-3	1.2697
5785	3	1382887	440	3.182e-4	1.0583
5786	3	691323	124	1.794e-4	0.2983
5789	2	690966	-449	-6.498e-4	-1.0803
5790	4	1381693	20	1.447e-5	0.0481
5791	1	345363	410	1.187e-3	0.9866
5793	2	690489	838	1.214e-3	2.0170
5794	2	345185	-242	-7.011e-4	-0.5825
5795	3	1380500	-1767	-1.280e-3	-4.2537
5797	3	1380025	2740	1.985e-3	6.5971
5798	3	689893	-1456	-2.110e-3	-3.5059
5799	2	689774	-927	-1.344e-3	-2.2323
5801	1	344769	252	7.309e-4	0.6069
5802	3	689418	-111	-1.610e-4	-0.2674
5803	2	689299	-854	-1.239e-3	-2.0572
5806	2	344471	-314	-9.115e-4	-0.7566
5807	1	344411	822	2.387e-3	1.9808
5809	2	688586	267	3.878e-4	0.6435
5810	4	1376937	-2818	-2.047e-3	-6.7925
5811	3	1376699	730	5.303e-4	1.7597
5813	1	344057	1374	3.994e-3	3.3127
5815	2	687877	-2024	-2.942e-3	-4.8807
5817	3	1375279	276	2.007e-4	0.6657
5818	2	343761	-550	-1.600e-3	-1.3266
5821	1	343583	-602	-1.752e-3	-1.4524
5822	3	687049	-92	-1.339e-4	-0.2220
5826	3	686578	55	8.011e-5	0.1328
5827	1	343229	-220	-6.410e-4	-0.5311
5829	3	1372449	732	5.334e-4	1.7673
5830	4	1372213	1600	1.166e-3	3.8633
5833	2	685753	-372	-5.425e-4	-0.8984
5834	2	342817	-268	-7.818e-4	-0.6473
5835	3	1371036	275	2.006e-4	0.6643
5837	2	685283	46	6.713e-5	0.1111
5838	4	1370332	-289	-2.109e-4	-0.6983
5839	1	342525	48	1.401e-4	0.1160
5842	3	684698	475	6.937e-4	1.1481
5843	1	342289	780	2.279e-3	1.8854
5845	3	1368691	-740	-5.407e-4	-1.7891
5846	3	684229	834	1.219e-3	2.0165
5847	2	684111	932	1.362e-3	2.2536
5849	1	341939	-440	-1.287e-3	-1.0641
5851	1	341821	486	1.422e-3	1.1756
5853	2	683410	-107	-1.566e-4	-0.2589
5854	2	341647	-586	-1.715e-3	-1.4178
5855	2	683177	1156	1.692e-3	2.7972
5857	1	341471	38	1.113e-4	0.0920
5858	3	682826	691	1.012e-3	1.6724
5861	1	341239	398	1.166e-3	0.9635
5862	3	682361	244	3.576e-4	0.5908
5863	3	1364490	-295	-2.162e-4	-0.7143
5865	4	2728047	-1534	-5.623e-4	-3.7150
5866	3	681895	918	1.346e-3	2.2234
5867	1	340889	-346	-1.015e-3	-0.8381
5869	1	340773	-378	-1.109e-3	-0.9157
5870	3	681431	-192	-2.818e-4	-0.4652
5871	3	1362630	-1431	-1.050e-3	-3.4673
5873	2	681083	-774	-1.136e-3	-1.8757
5874	4	1361935	-98	-7.196e-5	-0.2375
5878	2	340251	-58	-1.705e-4	-0.1406
5879	1	340193	-256	-7.525e-4	-0.6207
5881	1	340079	-168	-4.940e-4	-0.4074
5882	3	680041	200	2.941e-4	0.4851
5883	3	1359850	895	6.582e-4	2.1708
5885	3	1359388	-267	-1.964e-4	-0.6477
5889	3	1358466	485	3.570e-4	1.1770
5890	4	1358234	-1597	-1.176e-3	-3.8758
5891	2	679002	927	1.365e-3	2.2500
5893	2	678771	578	8.515e-4	1.4031
5894	3	678657	530	7.810e-4	1.2867
5897	1	339155	560	1.651e-3	1.3599
5898	3	678196	895	1.320e-3	2.1736
5899	2	678081	988	1.457e-3	2.3996
5901	3	1355703	-362	-2.670e-4	-0.8794
5902	3	677737	-834	-1.231e-3	-2.0261
5903	1	338811	-158	-4.663e-4	-0.3839
5905	2	677393	320	4.724e-4	0.7776
5906	2	338639	-492	-1.453e-3	-1.1957
5907	3	1354326	1553	1.147e-3	3.7745
5909	2	676934	-1027	-1.517e-3	-2.4965
5910	4	1353638	-1899	-1.403e-3	-4.6166
5911	2	676705	-104	-1.537e-4	-0.2529
5914	2	338181	-836	-2.472e-3	-2.0330
5917	2	676018	-529	-7.825e-4	-1.2868
5918	3	675905	818	1.210e-3	1.9899
5919	2	675790	507	7.502e-4	1.2335
5921	2	675562	-409	-6.054e-4	-0.9952
5923	1	337667	174	5.153e-4	0.4235
5926	2	337495	610	1.807e-3	1.4849
5927	1	337439	732	2.169e-3	1.7821
5930	3	674537	-762	-1.130e-3	-1.8556
5933	2	674195	-22	-3.263e-5	-0.0536
5934	4	1348164	-2531	-1.877e-3	-6.1655
5935	2	673967	-388	-5.757e-4	-0.9452
5937	2	673741	308	4.571e-4	0.7505
5938	2	336813	-930	-2.761e-3	-2.2662
5939	1	336757	-490	-1.455e-3	-1.1941
5941	2	673286	-637	-9.461e-4	-1.5526
5942	2	336587	98	2.912e-4	0.2389
5943	3	1346122	-391	-2.905e-4	-0.9532
5945	3	1345668	1199	8.910e-4	2.9234
5946	3	672721	86	1.278e-4	0.2097
5947	2	672609	568	8.445e-4	1.3852
5951	2	672155	-760	-1.131e-3	-1.8540
5953	1	335965	616	1.834e-3	1.5030
5954	3	671817	70	1.042e-4	0.1708
5955	3	1343409	-2334	-1.737e-3	-5.6956
5957	3	1342958	-1499	-1.116e-3	-3.6586
5959	2	671254	-1273	-1.896e-3	-3.1075
5961	2	671029	-1646	-2.453e-3	-4.0187
5962	3	670915	-4	-5.962e-6	-0.0098
5963	2	670802	-513	-7.648e-4	-1.2527
5965	2	670578	-361	-5.383e-4	-0.8817
5966	3	670466	-67	-9.993e-5	-0.1637
5969	2	670129	-222	-3.313e-4	-0.5424
5970	4	1340033	-400	-2.985e-4	-0.9773
5971	2	669905	-170	-2.538e-4	-0.4154
5973	3	1339361	-346	-2.583e-4	-0.8456
5974	3	669569	784	1.171e-3	1.9162
5977	2	669233	-568	-8.487e-4	-1.3886
5979	2	669009	580	8.670e-4	1.4182
5981	1	334393	-276	-8.254e-4	-0.6750
5982	3	668673	710	1.062e-3	1.7365
5983	2	668561	-1556	-2.327e-3	-3.8060
5986	3	668226	801	1.199e-3	1.9598
5987	1	334057	978	2.928e-3	2.3930
5989	2	667891	-38	-5.690e-5	-0.0930
5990	3	667779	566	8.476e-4	1.3853
5991	2	667669	242	3.625e-4	0.5923
5993	2	667446	-233	-3.491e-4	-0.5704
5995	3	1334446	9	6.744e-6	0.0220
5997	2	667001	70	1.049e-4	0.1714
5998	2	333445	-634	-1.901e-3	-1.5527
5999	2	666778	-1237	-1.855e-3	-3.0298
6001	2	666555	-864	-1.296e-3	-2.1165
6002	2	333223	-1026	-3.079e-3	-2.5136
6005	2	666111	1558	2.339e-3	3.8179
6006	5	2664003	-868	-3.258e-4	-2.1272
6007	1	332945	-194	-5.827e-4	-0.4755
6009	2	665669	418	6.279e-4	1.0247
6010	3	665558	795	1.194e-3	1.9490
6011	1	332723	536	1.611e-3	1.3141
6013	2	665226	-317	-4.765e-4	-0.7773
6014	3	665114	1601	2.407e-3	3.9262
6015	3	1330009	2172	1.633e-3	5.3269
6017	2	664783	76	1.143e-4	0.1864
6018	4	1329345	-510	-3.836e-4	-1.2511
6019	2	664562	-161	-2.423e-4	-0.3950
6022	2	332115	-496	-1.493e-3	-1.2172
6023	2	664121	-434	-6.535e-4	-1.0651
6026	3	663790	323	4.866e-4	0.7929
6029	1	331729	-218	-6.572e-4	-0.5353
6031	2	663239	-668	-1.007e-3	-1.6405
6033	2	663021	-1030	-1.553e-3	-2.5299
6034	3	662910	153	2.308e-4	0.3758
6035	3	1325602	663	5.002e-4	1.6287
6037	1	331291	774	2.336e-3	1.9017
6038	2	331235	94	2.838e-4	0.2310
6041	2	662142	269	4.063e-4	0.6612
6042	4	1324065	816	6.163e-4	2.0058
6043	1	330961	96	2.901e-4	0.2360
6045	4	2646815	1526	5.765e-4	3.7519
6046	2	330797	-32	-9.674e-5	-0.0787
6047	1	330743	-420	-1.270e-3	-1.0328
6049	2	661266	-13	-1.966e-5	-0.0320
6051	2	661047	-828	-1.253e-3	-2.0368
6053	1	330415	-254	-7.687e-4	-0.6249
6054	3	660721	-718	-1.087e-3	-1.7666
6055	3	1321222	-641	-4.852e-4	-1.5773
6058	3	660283	1274	1.929e-3	3.1357
6059	2	660175	724	1.097e-3	1.7821
6061	3	1319914	699	5.296e-4	1.7209
6062	3	659849	-274	-4.152e-4	-0.6746
6063	3	1319479	-1610	-1.220e-3	-3.9643
6065	2	659522	-343	-5.201e-4	-0.8447
6067	1	329653	1020	3.094e-3	2.5124
6070	3	658979	-356	-5.402e-4	-0.8771
6071	2	658870	681	1.034e-3	1.6779
6073	1	329327	566	1.719e-3	1.3948
6074	2	329273	486	1.476e-3	1.1978
6077	2	658219	602	9.146e-4	1.4840
6078	3	658111	656	9.968e-4	1.6173
6079	1	329001	190	5.775e-4	0.4685
6081	2	657786	1387	2.109e-3	3.4203
6082	2	328839	-770	-2.342e-3	-1.8990
6083	3	1315140	1683	1.280e-3	4.1509
6085	2	657354	-1217	-1.851e-3	-3.0021
6086	3	657246	1195	1.818e-3	2.9480
6087	2	657138	-487	-7.411e-4	-1.2015
6089	1	328461	24	7.307e-5	0.0592
6090	5	2627257	-232	-8.831e-5	-0.5725
6091	1	328353	322	9.807e-4	0.7947
6094	3	656383	632	9.629e-4	1.5602
6095	3	1312551	-1064	-8.106e-4	-2.6268
6097	3	1312121	494	3.765e-4	1.2198
6098	2	327977	620	1.890e-3	1.5310
6099	3	1311691	1010	7.700e-4	2.4943
6101	1	327815	-224	-6.833e-4	-0.5533
6103	2	655414	11	1.678e-5	0.0272
6105	4	2620803	1020	3.892e-4	2.5202
6106	3	655093	1178	1.798e-3	2.9109
6107	2	654986	525	8.015e-4	1.2974
6109	2	654771	-1290	-1.970e-3	-3.1884
6110	4	1309330	-1607	-1.227e-3	-3.9722
6113	1	327171	-432	-1.320e-3	-1.0681
6114	3	654237	1004	1.535e-3	2.4825
6115	2	654130	-899	-1.374e-3	-2.2231
6117	2	653915	300	4.588e-4	0.7420
6118	4	1307618	171	1.308e-4	0.4230
6119	2	653702	-215	-3.289e-4	-0.5318
6121	1	326743	428	1.310e-3	1.0589
6122	2	326691	308	9.428e-4	0.7621
6123	3	1306549	-230	-1.760e-4	-0.5691
6126	3	652954	327	5.008e-4	0.8093
6127	2	652849	-124	-1.899e-4	-0.3069
6130	3	652529	-358	-5.486e-4	-0.8864
6131	1	326211	404	1.238e-3	1.0003
6133	1	326105	8	2.453e-5	0.0198
6134	2	326051	-446	-1.368e-3	-1.1046
6135	3	1303993	1734	1.330e-3	4.2949
6139	2	651571	-896	-1.375e-3	-2.2200
6141	3	1302719	542	4.161e-4	1.3431
6142	3	651254	21	3.225e-5	0.0520
6143	1	325573	136	4.177e-4	0.3371
6145	2	650935	176	2.704e-4	0.4363
6146	3	650830	365	5.608e-4	0.9049
6149	3	1301025	852	6.549e-4	2.1127
6151	1	325151	-158	-4.859e-4	-0.3919
6153	3	1300179	-560	-4.307e-4	-1.3891
6154	3	649983	-790	-1.215e-3	-1.9598
6155	2	649878	1309	2.014e-3	3.2475
6157	2	649667	-350	-5.387e-4	-0.8685
6158	2	324781	-1246	-3.836e-3	-3.0920
6159	2	649457	-402	-6.190e-4	-0.9977
6161	2	649246	345	5.314e-4	0.8563
6162	4	1298278	-299	-2.303e-4	-0.7422
6163	1	324517	696	2.145e-3	1.7278
6166	2	324359	-44	-1.357e-4	-0.1093
6167	2	648614	1009	1.556e-3	2.5057
6169	2	648403	-112	-1.727e-4	-0.2782
6170	3	648298	-765	-1.180e-3	-1.9002
6173	1	323991	468	1.444e-3	1.1628
6177	3	1295127	506	3.907e-4	1.2576
6178	2	323729	-68	-2.101e-4	-0.1690
6179	2	647354	-741	-1.145e-3	-1.8419
6181	2	647145	-232	-3.585e-4	-0.5768
6182	3	647039	156	2.411e-4	0.3879
6185	2	646726	-1977	-3.057e-3	-4.9167
6186	3	646622	725	1.121e-3	1.8032
6187	2	646518	767	1.186e-3	1.9078
6189	2	646307	340	5.261e-4	0.8458
6190	3	646203	426	6.592e-4	1.0599
6191	2	646098	-395	-6.114e-4	-0.9828
6193	2	645890	-1237	-1.915e-3	-3.0784
6194	3	645786	1915	2.965e-3	4.7660
6195	4	2582728	-1	-3.872e-7	-0.0025
6197	1	322737	112	3.470e-4	0.2788
6198	3	645370	-1139	-1.765e-3	-2.8356
6199	1	322633	760	2.356e-3	1.8922
6202	3	644953	260	4.031e-4	0.6475
6203	1	322425	524	1.625e-3	1.3051
6205	3	1289283	-874	-6.779e-4	-2.1771
6206	3	644537	682	1.058e-3	1.6990
6207	2	644434	-3	-4.655e-6	-0.0075
6209	2	644226	-1077	-1.672e-3	-2.6837
6211	1	322009	234	7.267e-4	0.5832
6213	3	1287623	-916	-7.114e-4	-2.2832
6214	3	643707	-214	-3.324e-4	-0.5335
6215	3	1287209	-24	-1.864e-5	-0.0598
6217	1	321699	544	1.691e-3	1.3564
6218	2	321647	-216	-6.715e-4	-0.5386
6221	1	321491	838	2.607e-3	2.0901
6222	4	1285761	-76	-5.911e-5	-0.1896
6226	3	642467	1548	2.409e-3	3.8626
6227	2	642363	74	1.152e-4	0.1847
6229	1	321079	140	4.360e-4	0.3494
6230	4	1284109	-48	-3.738e-5	-0.1198
6231	3	1283903	-400	-3.116e-4	-0.9985
6233	2	641746	-59	-9.194e-5	-0.1473
6234	3	641642	-239	-3.725e-4	-0.5967
6235	3	1283079	878	6.843e-4	2.1924
6238	2	320615	-1090	-3.400e-3	-2.7224
6239	2	641129	-846	-1.320e-3	-2.1131
6242	2	320411	-420	-1.311e-3	-1.0493
6243	2	640718	573	8.943e-4	1.4317
6245	2	640513	804	1.255e-3	2.0092
6247	1	320153	196	6.122e-4	0.4899
6249	2	640102	-31	-4.843e-5	-0.0775
6251	3	1279795	-1066	-8.329e-4	-2.6652
6254	3	639590	-461	-7.208e-4	-1.1529
6257	1	319643	42	1.314e-4	0.1051
6258	4	1278363	-586	-4.584e-4	-1.4659
6259	2	639079	454	7.104e-4	1.1358
6261	2	638875	994	1.556e-3	2.4872
6262	3	638774	241	3.773e-4	0.6031
6263	1	319335	180	5.637e-4	0.4505
6265	3	1276935	2366	1.853e-3	5.9221
6266	3	638366	-477	-7.472e-4	-1.1940
6267	2	638263	-478	-7.489e-4	-1.1966
6269	1	319031	666	2.088e-3	1.6675
6270	5	2551834	-1171	-4.589e-4	-2.9322
6271	1	318929	828	2.596e-3	2.0735
6274	2	318775	120	3.764e-4	0.3006
6277	1	318623	142	4.457e-4	0.3558
6278	3	637146	983	1.543e-3	2.4630
6279	4	2548177	-540	-2.119e-4	-1.3531
6281	2	636842	-149	-2.340e-4	-0.3734
6283	2	636639	-724	-1.137e-3	-1.8148
6285	3	1272871	2518	1.978e-3	6.3126
6286	3	636334	-901	-1.416e-3	-2.2590
6287	1	318117	240	7.544e-4	0.6018
6289	2	636031	2	3.145e-6	0.0050
6290	4	1271860	-771	-6.062e-4	-1.9337
6293	3	1271254	587	4.617e-4	1.4725
6294	3	635526	859	1.352e-3	2.1550
6295	2	635425	606	9.537e-4	1.5204
6297	2	635223	-468	-7.367e-4	-1.1744
6298	3	635122	425	6.692e-4	1.0666
6299	1	317511	-62	-1.953e-4	-0.1556
6301	1	317409	42	1.323e-4	0.1054
6302	3	634718	-49	-7.720e-5	-0.1230
6303	3	1269236	537	4.231e-4	1.3482
6305	3	1268834	-1457	-1.148e-3	-3.6585
6306	3	634317	-1138	-1.794e-3	-2.8577
6307	3	1268431	16	1.261e-5	0.0402
6310	3	633914	1915	3.021e-3	4.8104
6311	1	316907	518	1.635e-3	1.3013
6313	2	633613	-710	-1.121e-3	-1.7839
6314	4	1267027	-506	-3.994e-4	-1.2715
6315	3	1266825	1012	7.988e-4	2.5431
6317	1	316605	20	6.317e-5	0.0503
6319	2	633011	122	1.927e-4	0.3067
6322	3	632710	-33	-5.216e-5	-0.0830
6323	1	316305	558	1.764e-3	1.4031
6326	2	316155	378	1.196e-3	0.9507
6329	1	316005	-140	-4.430e-4	-0.3522
6330	4	1263822	331	2.619e-4	0.8328
6331	2	631811	218	3.450e-4	0.5485
6333	2	631613	654	1.035e-3	1.6458
6334	2	315757	-578	-1.831e-3	-1.4547
6335	3	1262826	1043	8.259e-4	2.6252
6337	1	315607	256	8.111e-4	0.6444
6338	2	315557	-634	-2.009e-3	-1.5961
6339	2	631014	-771	-1.222e-3	-1.9412
6341	2	630814	13	2.061e-5	0.0327
6342	4	1261431	8	6.342e-6	0.0201
6343	1	315309	692	2.195e-3	1.7428
6346	3	630318	735	1.166e-3	1.8516
6347	2	630219	742	1.177e-3	1.8693
6349	2	630021	-214	-3.397e-4	-0.5392
6351	3	1259644	-909	-7.216e-4	-2.2908
6353	1	314811	-46	-1.461e-4	-0.1159
6355	3	1258851	268	2.129e-4	0.6756
6357	3	1258455	2360	1.875e-3	5.9503
6359	1	314515	918	2.919e-3	2.3149
6361	1	314415	998	3.174e-3	2.5171
6362	2	314367	-100	-3.181e-4	-0.2522
6365	3	1256874	-531	-4.225e-4	-1.3397
6366	3	628338	1071	1.704e-3	2.7022
6367	1	314119	-328	-1.044e-3	-0.8276
6369	3	1256084	-895	-7.125e-4	-2.2587
6371	2	627846	-1023	-1.629e-3	-2.5821
6373	1	313823	264	8.412e-4	0.6665
6374	2	313775	-48	-1.530e-4	-0.1212
6377	2	627254	-79	-1.259e-4	-0.1995
6378	3	627155	328	5.230e-4	0.8284
6379	1	313529	372	1.186e-3	0.9395
6382	2	313381	-320	-1.021e-3	-0.8084
6383	2	626665	-306	-4.883e-4	-0.7731
6385	2	626469	-1344	-2.145e-3	-3.3961
6386	3	626370	297	4.742e-4	0.7505
6387	2	626273	-322	-5.142e-4	-0.8138
6389	1	313039	360	1.150e-3	0.9100
6391	3	1251761	-316	-2.524e-4	-0.7989
6393	2	625685	166	2.653e-4	0.4197
6394	3	625586	-203	-3.245e-4	-0.5133
6395	2	625489	1328	2.123e-3	3.3583
6397	1	312647	120	3.838e-4	0.3035
6398	3	625195	188	3.007e-4	0.4755
6401	2	624902	-105	-1.680e-4	-0.2657
6402	4	1249610	-2285	-1.829e-3	-5.7815
6403	2	624707	708	1.133e-3	1.7915
6405	4	2498049	1134	4.540e-4	2.8699
6406	2	312207	-534	-1.710e-3	-1.3516
6407	2	624317	-556	-8.906e-4	-1.4074
6409	3	1248245	-334	-2.676e-4	-0.8456
6410	3	624026	1079	1.729e-3	2.7318
6411	2	623927	-412	-6.603e-4	-1.0432
6414	3	623635	4	6.414e-6	0.0101
6415	2	623538	-1293	-2.074e-3	-3.2749
6418	2	311623	-722	-2.317e-3	-1.8291
6421	1	311477	-58	-1.862e-4	-0.1470
6423	2	622762	239	3.838e-4	0.6057
6427	1	311187	982	3.156e-3	2.4895
6429	2	622181	-740	-1.189e-3	-1.8763
6430	3	622083	-704	-1.132e-3	-1.7852
6431	2	621987	-62	-9.968e-5	-0.1572
6433	2	621794	759	1.221e-3	1.9251
6434	2	310849	-1056	-3.397e-3	-2.6786
6437	2	621407	-444	-7.145e-4	-1.1265
6438	4	1242622	745	5.995e-4	1.8903
6439	2	621215	-1610	-2.592e-3	-4.0854
6441	3	1242044	175	1.409e-4	0.4441
6442	2	310463	-322	-1.037e-3	-0.8173
6443	2	620830	-1111	-1.790e-3	-2.8201
6445	2	620637	1318	2.124e-3	3.3460
6446	3	620539	562	9.057e-4	1.4269
6447	3	1240887	322	2.595e-4	0.8176
6449	1	310125	120	3.869e-4	0.3047
6451	1	310029	-232	-7.483e-4	-0.5893
6454	3	619770	397	6.406e-4	1.0086
6455	2	619675	916	1.478e-3	2.3273
6457	2	619483	-536	-8.652e-4	-1.3620
6458	2	309693	-10	-3.229e-5	-0.0254
6459	2	619291	-326	-5.264e-4	-0.8285
6461	3	1238198	359	2.899e-4	0.9125
6463	2	618907	-128	-2.068e-4	-0.3254
6465	3	1237433	104	8.404e-5	0.2644
6466	3	618621	188	3.039e-4	0.4781
6467	2	618526	-165	-2.668e-4	-0.4196
6469	1	309167	390	1.261e-3	0.9919
6470	3	618238	-1295	-2.095e-3	-3.2940
6473	1	308975	618	2.000e-3	1.5723
6474	4	1235713	1362	1.102e-3	3.4655
6477	3	1235140	-685	-5.546e-4	-1.7433
6478	3	617474	317	5.134e-4	0.8068
6479	3	1234758	-159	-1.288e-4	-0.4047
6481	1	308595	504	1.633e-3	1.2831
6482	3	617094	-209	-3.387e-4	-0.5321
6483	2	616998	-649	-1.052e-3	-1.6525
6485	2	616809	-1386	-2.247e-3	-3.5295
6486	4	1233425	934	7.572e-4	2.3787
6487	2	616618	-1343	-2.178e-3	-3.4206
6490	4	1232666	655	5.314e-4	1.6686
6491	1	308119	-28	-9.087e-5	-0.0713
6493	2	616049	94	1.526e-4	0.2395
6494	3	615954	1211	1.966e-3	3.0860
6495	3	1231716	-573	-4.652e-4	-1.4603
6497	2	615670	-1115	-1.811e-3	-2.8420
6499	2	615478	-77	-1.251e-4	-0.1963
6501	3	1230580	87	7.070e-5	0.2218
6502	2	307597	-918	-2.984e-3	-2.3408
6503	2	615102	-43	-6.991e-5	-0.1097
6505	2	614911	650	1.057e-3	1.6578
6506	2	307409	-200	-6.506e-4	-0.5101
6509	2	614534	-967	-1.574e-3	-2.4671
6510	5	2457757	266	1.082e-4	0.6787
6511	2	614346	-391	-6.364e-4	-0.9977
6513	3	1228313	-214	-1.742e-4	-0.5461
6514	2	307031	-596	-1.941e-3	-1.5211
6515	2	613967	-2552	-4.157e-3	-6.5139
6518	2	306843	-812	-2.646e-3	-2.0731
6519	3	1227182	-833	-6.788e-4	-2.1268
6521	1	306701	592	1.930e-3	1.5117
6522	3	613309	62	1.011e-4	0.1583
6523	2	613214	-1119	-1.825e-3	-2.8579
6526	3	612933	864	1.410e-3	2.2072
6527	2	612838	-681	-1.111e-3	-1.7398
6529	1	306325	280	9.141e-4	0.7155
6530	3	612557	-198	-3.232e-4	-0.5060
6531	3	1224927	1542	1.259e-3	3.9407
6533	2	612278	135	2.205e-4	0.3451
6535	2	612089	-1366	-2.232e-3	-3.4920
6537	2	611902	-709	-1.159e-3	-1.8127
6538	3	611807	-598	-9.774e-4	-1.5291
6539	2	611715	-318	-5.198e-4	-0.8132
6541	2	611527	-928	-1.518e-3	-2.3734
6542	2	305717	-536	-1.753e-3	-1.3709
6545	4	2444614	2521	1.031e-3	6.4495
6546	3	611061	18	2.946e-5	0.0461
6547	1	305483	460	1.506e-3	1.1770
6549	3	1221561	288	2.358e-4	0.7370
6551	1	305297	856	2.804e-3	2.1909
6553	1	305203	282	9.240e-4	0.7219
6554	3	610314	-687	-1.126e-3	-1.7588
6555	4	2440884	807	3.306e-4	2.0661
6557	2	610035	-254	-4.164e-4	-0.6504
6558	3	609942	417	6.837e-4	1.0679
6559	2	609849	-758	-1.243e-3	-1.9413
6562	3	609570	257	4.216e-4	0.6583
6563	1	304739	372	1.221e-3	0.9530
6565	3	1218583	2406	1.974e-3	6.1647
6567	3	1218212	-849	-6.969e-4	-2.1757
6569	1	304461	704	2.312e-3	1.8044
6571	1	304367	716	2.352e-3	1.8354
6573	3	1217100	811	6.663e-4	2.0792
6574	3	608457	728	1.196e-3	1.8666
6577	1	304091	154	5.064e-4	0.3949
6578	4	1216175	1540	1.266e-3	3.9497
6581	1	303905	-122	-4.014e-4	-0.3130
6582	3	607718	969	1.594e-3	2.4860
6583	2	607626	-1015	-1.670e-3	-2.6042
6585	3	1214882	515	4.239e-4	1.3216
6586	3	607350	-671	-1.105e-3	-1.7220
6587	2	607257	-1552	-2.556e-3	-3.9832
6589	2	607073	44	7.248e-5	0.1129
6590	3	606981	202	3.328e-4	0.5186
6593	2	606705	154	2.538e-4	0.3954
6594	4	1213225	102	8.407e-5	0.2619
6595	2	606521	866	1.428e-3	2.2240
6598	2	303123	-566	-1.867e-3	-1.4539
6599	1	303077	1378	4.547e-3	3.5399
6601	3	1211939	422	3.482e-4	1.0842
6602	2	302939	-26	-8.583e-5	-0.0668
6603	3	1211570	-547	-4.515e-4	-1.4056
6605	2	605602	185	3.055e-4	0.4755
6607	1	302709	-238	-7.862e-4	-0.6118
6609	2	605235	-872	-1.441e-3	-2.2417
6610	3	605143	1600	2.644e-3	4.1136
6611	2	605053	-80	-1.322e-4	-0.2057
6613	2	604870	-37	-6.117e-5	-0.0951
6614	2	302389	-662	-2.189e-3	-1.7025
6617	2	604502	57	9.429e-5	0.1466
6618	3	604413	92	1.522e-4	0.2367
6619	1	302161	342	1.132e-3	0.8799
6621	2	604138	607	1.005e-3	1.5619
6622	4	1208095	480	3.973e-4	1.2352
6623	2	603955	364	6.027e-4	0.9368
6626	2	301841	-180	-5.963e-4	-0.4633
6629	2	603410	1005	1.666e-3	2.5876
6630	5	2413272	-1483	-6.145e-4	-3.8185
6631	2	603226	-821	-1.361e-3	-2.1141
6634	3	602954	-281	-4.660e-4	-0.7238
6635	2	602863	-1772	-2.939e-3	-4.5644
6637	1	301341	-240	-7.964e-4	-0.6183
6638	2	301295	-766	-2.542e-3	-1.9735
6639	2	602501	702	1.165e-3	1.8088
6641	2	602319	-706	-1.172e-3	-1.8194
6643	3	1204274	-743	-6.170e-4	-1.9150
6645	3	1203913	1836	1.525e-3	4.7328
6646	2	300933	-66	-2.193e-4	-0.1701
6649	2	601595	-1032	-1.715e-3	-2.6611
6653	1	300617	-134	-4.457e-4	-0.3456
6654	3	601142	-937	-1.559e-3	-2.4170
6657	3	1201742	-639	-5.317e-4	-1.6487
6658	2	300391	-750	-2.497e-3	-1.9352
6659	1	300345	188	6.259e-4	0.4851
6661	1	300255	-280	-9.325e-4	-0.7226
6662	2	300211	-980	-3.264e-3	-2.5295
6663	2	600330	-1345	-2.240e-3	-3.4718
6665	3	1200300	181	1.508e-4	0.4673
6666	4	1200121	2890	2.408e-3	7.4616
6667	2	599970	371	6.184e-4	0.9579
6670	4	1199402	475	3.960e-4	1.2268
6671	2	599610	-215	-3.586e-4	-0.5553
6673	1	299715	6	2.002e-5	0.0155
6674	3	599342	-867	-1.447e-3	-2.2398
6677	2	599070	-379	-6.326e-4	-0.9793
6679	1	299447	372	1.242e-3	0.9614
6681	3	1197426	205	1.712e-4	0.5299
6682	3	598623	202	3.374e-4	0.5222
6683	2	598534	-191	-3.191e-4	-0.4938
6685	3	1196710	1339	1.119e-3	3.4620
6686	2	299133	-290	-9.695e-4	-0.7499
6689	1	298999	940	3.144e-3	2.4311
6690	4	1195815	-1444	-1.208e-3	-3.7349
6691	1	298909	818	2.737e-3	2.1159
6693	3	1195278	399	3.338e-4	1.0322
6694	2	298775	-236	-7.899e-4	-0.6106
6695	3	1194921	882	7.381e-4	2.2821
6697	2	597283	-340	-5.692e-4	-0.8799
6698	3	597194	-683	-1.144e-3	-1.7676
6699	4	2388417	-1734	-7.260e-4	-4.4880
6701	1	298463	550	1.843e-3	1.4237
6702	3	596837	-528	-8.847e-4	-1.3669
